id,fit
114,7835.58122197452
115,7820.49782296354
116,7374.85444634432
117,8388.72411962488
118,6971.58278642786
119,8812.72339708568
120,6900.28396770046
121,7417.22616304707
122,8388.72411962488
123,8812.72339708568
124,7943.08074300566
125,7128.17882804431
126,7128.17882804431
127,8367.08002046646
128,6913.42686663455
129,7218.25840472786
130,7374.85444634432
131,7820.49782296354
132,7128.17882804431
133,7128.17882804431
134,7789.48183171269
135,7820.49782296354
136,8812.72339708568
137,7739.47951480778
138,7128.17882804431
139,7943.08074300566
140,7573.82220466353
141,8656.12735546922
142,7128.17882804431
143,7942.17494668607
144,5908.05839357832
145,6353.70177019754
146,7128.17882804431
147,7128.17882804431
148,7963.80836055
149,6913.42686663455
150,7303.41302252102
151,8812.72339708568
152,7789.48183171269
153,6900.28396770046
154,7820.49782296354
155,7218.25840472786
156,8388.72411962488
157,7128.17882804431
158,8367.08002046646
159,6949.94937256393
160,7496.53157006685
161,5908.05839357832
162,7942.17494668607
163,8210.48397885
164,7218.25840472786
165,6971.58278642786
166,7268.26072163277
167,7789.48183171269
168,8120.40440216646
169,7820.49782296354
170,7820.49782296354
171,7785.57890506961
172,7303.41302252102
173,7553.09458711919
174,7820.49782296354
175,8210.48397885
176,6900.28396770046
177,7785.57890506961
178,7963.80836055
179,7553.09458711919
180,7663.90178134708
181,7107.45121049997
182,7374.85444634432
183,8656.12735546922
184,8656.12735546922
185,6950.85516888352
186,7128.17882804431
187,7218.25840472786
188,8545.32016124133
189,7789.48183171269
190,7943.08074300566
191,7496.53157006685
192,7785.57890506961
193,6950.85516888352
194,8812.72339708568
195,8210.48397885
196,8367.08002046646
197,5908.05839357832
198,8260.48629575491
199,8367.08002046646
200,7128.17882804431
201,9980.92305053031
202,12436.5485217105
203,8120.40440216646
204,6064.65443519478
205,6843.35564785238
206,7845.68745051884
207,8812.72339708568
208,7107.45121049997
209,8812.72339708568
210,9535.27967391109
211,6971.58278642786
212,7963.80836055
213,7942.17494668607
214,7963.80836055
215,7303.41302252102
216,7785.57890506961
217,7128.17882804431
218,6971.58278642786
219,7553.09458711919
220,7021.58510333277
221,6971.58278642786
222,7396.49854550273
223,7820.49782296354
224,7553.09458711919
225,6467.78349001533
226,7107.45121049997
227,6913.42686663455
228,7417.22616304707
229,7785.57890506961
230,8099.67678462212
231,7942.17494668607
232,7943.08074300566
233,7374.85444634432
234,7845.68745051884
235,7993.08305991057
236,7128.17882804431
237,7374.85444634432
238,7218.25840472786
239,7496.53157006685
240,8545.32016124133
241,7396.49854550273
242,7374.85444634432
243,7942.17494668607
244,7663.90178134708
245,6971.58278642786
246,7496.53157006685
247,7942.17494668607
248,6900.28396770046
249,8367.08002046646
250,5908.05839357832
251,7820.49782296354
252,7374.85444634432
253,8367.08002046646
254,7056.88000931692
255,8888.30113054638
256,8210.48397885
257,11915.3274116306
258,7553.09458711919
259,7943.08074300566
260,8099.67678462212
261,7056.88000931692
262,7942.17494668607
263,7820.49782296354
264,7963.80836055
265,7218.25840472786
266,8442.65775392716
267,7128.17882804431
268,8812.72339708568
269,7303.41302252102
270,7128.17882804431
271,6950.85516888352
272,7374.85444634432
273,7339.93552845039
274,8895.61195342645
275,8656.12735546922
276,7942.17494668607
277,7303.41302252102
278,7820.49782296354
279,7345.92734431968
280,8438.72643652979
281,7056.88000931692
282,7021.58510333277
283,7785.57890506961
284,7303.41302252102
285,8388.72411962488
286,7218.25840472786
287,7943.08074300566
288,8210.48397885
289,7303.41302252102
290,7496.53157006685
291,8812.72339708568
292,7689.09140890238
293,7374.85444634432
294,8545.32016124133
295,7417.22616304707
296,8210.48397885
297,7268.26072163277
298,7820.49782296354
299,8888.30113054638
300,7374.85444634432
301,7820.49782296354
302,8656.12735546922
303,7396.49854550273
304,7820.49782296354
305,8367.08002046646
306,7389.93784535531
307,7128.17882804431
308,7820.49782296354
309,7460.00906413747
310,7374.85444634432
311,6900.28396770046
312,7128.17882804431
313,6361.18976530378
314,7943.08074300566
315,7268.26072163277
316,8388.72411962488
317,7963.80836055
318,8566.04777878567
319,7943.08074300566
320,7345.92734431968
321,8888.30113054638
322,8367.08002046646
323,7374.85444634432
324,7963.80836055
325,7389.93784535531
326,7942.17494668607
327,8210.48397885
328,8656.12735546922
329,7820.49782296354
330,8120.40440216646
331,6971.58278642786
332,7963.80836055
333,8409.45173716922
334,8656.12735546922
335,7896.07555642423
336,7942.17494668607
337,7128.17882804431
338,7820.49782296354
339,6311.18744839887
340,7663.90178134708
341,6361.18976530378
342,7820.49782296354
343,7374.85444634432
344,7942.17494668607
345,8812.72339708568
346,8099.67678462212
347,6361.18976530378
348,7107.45121049997
349,7496.53157006685
350,7942.17494668607
351,7749.05639914023
352,8812.72339708568
353,7963.80836055
354,7446.50086240764
355,6504.30599594471
356,7303.41302252102
357,7820.49782296354
358,8388.72411962488
359,8812.72339708568
360,8812.72339708568
361,7835.58122197452
362,8812.72339708568
363,6971.58278642786
364,8781.70740583483
365,7820.49782296354
366,7820.49782296354
367,6971.58278642786
368,7993.08305991057
369,7942.17494668607
370,7963.80836055
371,7374.85444634432
372,7339.93552845039
373,7942.17494668607
374,7128.17882804431
375,7303.41302252102
376,7128.17882804431
377,8210.48397885
378,6311.18744839887
379,8545.32016124133
380,7128.17882804431
381,7353.41533942593
382,7963.80836055
383,8566.04777878567
384,7107.45121049997
385,8731.31929992944
386,6467.78349001533
387,7374.85444634432
388,8367.08002046646
389,8367.08002046646
390,7107.45121049997
391,8812.72339708568
392,7845.68745051884
393,9556.00729145543
394,8013.81067745491
395,8210.48397885
396,8367.08002046646
397,8545.32016124133
398,7963.80836055
399,7389.93784535531
400,7496.53157006685
401,5908.05839357832
402,7963.80836055
403,7942.17494668607
404,8656.12735546922
405,8367.08002046646
406,7785.57890506961
407,7942.17494668607
408,8888.30113054638
409,8812.72339708568
410,7905.65244075669
411,6971.58278642786
412,7820.49782296354
413,8367.08002046646
414,6467.78349001533
415,6949.94937256393
416,7128.17882804431
417,7963.80836055
418,8812.72339708568
419,7128.17882804431
420,7446.50086240764
421,8367.08002046646
422,7963.80836055
423,8388.72411962488
424,8888.30113054638
425,8388.72411962488
426,7942.17494668607
427,7107.45121049997
428,6361.18976530378
429,8781.70740583483
430,6971.58278642786
431,7820.49782296354
432,7896.07555642423
433,7663.90178134708
434,13378.3859899272
435,7374.85444634432
436,8210.48397885
437,8812.72339708568
438,7450.43217980502
439,7268.26072163277
440,7943.08074300566
441,7820.49782296354
442,6971.58278642786
443,8210.48397885
444,7128.17882804431
445,6756.83082501809
446,7128.17882804431
447,7496.53157006685
448,6793.35333094747
449,7713.90409825199
450,7942.17494668607
451,6510.29781181399
452,7553.09458711919
453,6950.85516888352
454,7785.57890506961
455,8812.72339708568
456,7963.80836055
457,7785.57890506961
458,8099.67678462212
459,7303.41302252102
460,7460.00906413747
461,7820.49782296354
462,7942.17494668607
463,6064.65443519478
464,7021.58510333277
465,7339.93552845039
466,6950.85516888352
467,7107.45121049997
468,6467.78349001533
469,7417.22616304707
470,6311.18744839887
471,7820.49782296354
472,7128.17882804431
473,7963.80836055
474,7396.49854550273
475,8367.08002046646
476,8388.72411962488
477,7128.17882804431
478,7963.80836055
479,7820.49782296354
481,7374.85444634432
482,8812.72339708568
483,7374.85444634432
484,8438.72643652979
485,8837.91302464098
486,6971.58278642786
487,7339.93552845039
488,7896.07555642423
489,6971.58278642786
490,7021.58510333277
491,7963.80836055
492,7417.22616304707
493,7820.49782296354
494,8656.12735546922
495,8367.08002046646
496,8260.48629575491
497,6504.30599594471
498,7021.58510333277
499,6467.78349001533
500,7573.82220466353
501,7942.17494668607
502,7128.17882804431
503,7820.49782296354
504,8210.48397885
505,8210.48397885
506,6950.85516888352
507,8260.48629575491
508,8210.48397885
509,7396.49854550273
510,7128.17882804431
511,8388.72411962488
512,7689.09140890238
513,7905.65244075669
514,7107.45121049997
515,7353.41533942593
516,7785.57890506961
517,6971.58278642786
518,7128.17882804431
519,8120.40440216646
520,7303.41302252102
521,7374.85444634432
522,7374.85444634432
523,9980.92305053031
524,6971.58278642786
525,7268.26072163277
526,6397.71227123316
527,7056.88000931692
528,7963.80836055
529,7374.85444634432
530,8656.12735546922
531,7396.49854550273
532,7820.49782296354
533,8210.48397885
534,7820.49782296354
535,6950.85516888352
536,8120.40440216646
537,7374.85444634432
538,8888.30113054638
539,7218.25840472786
540,7107.45121049997
541,8099.67678462212
542,6971.58278642786
543,7128.17882804431
545,7374.85444634432
546,6971.58278642786
547,8812.72339708568
548,6971.58278642786
549,6971.58278642786
550,7128.17882804431
551,8367.08002046646
552,7303.41302252102
553,6971.58278642786
554,8210.48397885
555,7553.09458711919
556,8013.81067745491
557,7496.53157006685
558,7496.53157006685
559,7845.68745051884
560,7943.08074300566
561,8656.12735546922
562,7785.57890506961
563,7553.09458711919
564,6311.18744839887
565,8706.12967237413
566,7374.85444634432
567,7942.17494668607
568,10248.3262863747
569,7374.85444634432
570,8013.81067745491
571,7374.85444634432
572,8656.12735546922
573,7963.80836055
574,7396.49854550273
575,8681.31698302453
576,8656.12735546922
577,7128.17882804431
578,7943.08074300566
579,7218.25840472786
580,6064.65443519478
581,6971.58278642786
582,7820.49782296354
583,7374.85444634432
584,8210.48397885
585,8367.08002046646
586,7905.65244075669
587,7905.65244075669
588,7374.85444634432
589,7303.41302252102
590,7785.57890506961
591,7056.88000931692
592,7460.00906413747
593,8409.45173716922
594,7942.17494668607
595,7942.17494668607
596,9802.68290975544
597,8812.72339708568
598,7573.82220466353
599,8731.70508892992
600,7553.09458711919
601,7942.17494668607
602,7963.80836055
603,7268.26072163277
604,7303.41302252102
605,7128.17882804431
606,6950.28628460537
607,7374.85444634432
608,8210.48397885
609,7905.65244075669
610,8388.72411962488
611,7820.49782296354
612,7218.25840472786
613,7663.90178134708
614,7218.25840472786
615,8812.72339708568
616,7128.17882804431
617,8812.72339708568
618,6353.70177019754
619,6793.35333094747
620,7496.53157006685
621,6950.85516888352
622,8013.81067745491
623,6971.58278642786
624,6971.58278642786
625,7553.09458711919
626,7820.49782296354
627,7345.92734431968
628,6949.94937256393
629,6913.42686663455
630,7128.17882804431
631,8706.12967237413
632,6950.85516888352
633,7942.17494668607
634,8120.40440216646
635,7496.53157006685
636,7942.17494668607
637,6949.94937256393
638,7128.17882804431
639,8812.72339708568
640,7446.50086240764
641,7820.49782296354
642,6950.85516888352
643,6900.28396770046
644,7374.85444634432
645,8545.32016124133
646,7845.68745051884
647,8409.45173716922
648,7374.85444634432
649,7218.25840472786
650,8367.08002046646
651,8260.48629575491
652,7460.00906413747
653,8731.31929992944
654,7218.25840472786
655,7963.80836055
656,7000.85748578843
657,6913.42686663455
658,6467.78349001533
659,7896.07555642423
660,7000.85748578843
661,7128.17882804431
662,7467.22847995198
663,8781.70740583483
664,6950.28628460537
665,7496.53157006685
666,7942.17494668607
667,6467.78349001533
668,8656.12735546922
669,6950.85516888352
670,7785.57890506961
671,7943.08074300566
672,8388.72411962488
673,8367.08002046646
674,7845.68745051884
675,5908.05839357832
676,7942.17494668607
678,7905.65244075669
679,7374.85444634432
680,7820.49782296354
681,7820.49782296354
682,8409.45173716922
683,7820.49782296354
684,8812.72339708568
685,6950.85516888352
686,6347.70995432825
687,7128.17882804431
688,8367.08002046646
689,7128.17882804431
690,7820.49782296354
691,7905.65244075669
692,7942.17494668607
693,6950.28628460537
694,7128.17882804431
695,7942.17494668607
696,7128.17882804431
697,8409.45173716922
698,7963.80836055
699,7820.49782296354
700,7553.09458711919
701,8812.72339708568
702,7107.45121049997
703,8120.40440216646
704,7942.17494668607
705,7835.58122197452
706,6510.29781181399
707,7389.93784535531
708,7963.80836055
709,7820.49782296354
710,7820.49782296354
711,7128.17882804431
712,7128.17882804431
713,7663.90178134708
714,7374.85444634432
715,6361.18976530378
716,8210.48397885
717,7820.49782296354
718,8210.48397885
719,7942.17494668607
720,7820.49782296354
721,7496.53157006685
722,7128.17882804431
723,8367.08002046646
724,7942.17494668607
725,7820.49782296354
726,6950.85516888352
727,7845.68745051884
728,7663.90178134708
729,7128.17882804431
730,7943.08074300566
731,8656.12735546922
732,7739.09372580729
733,7942.17494668607
734,6064.65443519478
735,6467.78349001533
736,9341.25533004567
737,6913.42686663455
738,8210.48397885
739,8409.45173716922
740,7374.85444634432
741,8210.48397885
742,7374.85444634432
743,6950.85516888352
744,8656.12735546922
745,7713.90409825199
746,6467.78349001533
747,8545.32016124133
748,7820.49782296354
749,8367.08002046646
750,7460.00906413747
751,7107.45121049997
752,8210.48397885
753,7128.17882804431
754,8367.08002046646
755,7820.49782296354
756,7128.17882804431
757,7820.49782296354
758,7374.85444634432
759,7268.26072163277
760,7353.41533942593
761,7374.85444634432
762,6949.94937256393
763,7128.17882804431
764,7820.49782296354
765,7820.49782296354
766,7374.85444634432
767,7943.08074300566
768,6467.78349001533
769,8120.40440216646
770,7374.85444634432
771,7963.80836055
772,7820.49782296354
773,7835.58122197452
774,8888.30113054638
775,7128.17882804431
776,7339.93552845039
777,8367.08002046646
778,7963.80836055
779,7374.85444634432
780,8367.08002046646
781,6900.28396770046
782,8260.48629575491
783,7963.80836055
784,7553.09458711919
785,8812.72339708568
786,7835.58122197452
787,6510.29781181399
788,7268.26072163277
789,8120.40440216646
790,7374.85444634432
791,7663.90178134708
792,8210.48397885
793,8812.72339708568
794,7417.22616304707
795,8367.08002046646
796,7374.85444634432
797,7021.58510333277
798,7374.85444634432
799,6361.18976530378
800,7942.17494668607
801,7374.85444634432
802,7339.93552845039
803,7128.17882804431
804,7943.08074300566
805,6361.18976530378
806,8367.08002046646
807,7845.68745051884
808,7496.53157006685
809,7963.80836055
810,7785.57890506961
811,8367.08002046646
812,7789.48183171269
813,8367.08002046646
814,7749.05639914023
815,5908.05839357832
816,8888.30113054638
817,8812.72339708568
818,7128.17882804431
819,7820.49782296354
820,8409.45173716922
821,7303.41302252102
822,8731.31929992944
823,6504.30599594471
824,8367.08002046646
825,8367.08002046646
826,8367.08002046646
827,7374.85444634432
828,7303.41302252102
829,7107.45121049997
830,7128.17882804431
831,7943.08074300566
832,7107.45121049997
833,7107.45121049997
834,8681.31698302453
835,7374.85444634432
836,7663.90178134708
837,7942.17494668607
838,7128.17882804431
839,6971.58278642786
840,8367.08002046646
842,7496.53157006685
843,7374.85444634432
844,7785.57890506961
845,7128.17882804431
846,7943.08074300566
847,6971.58278642786
848,8260.48629575491
849,7496.53157006685
850,7128.17882804431
851,7021.58510333277
852,7374.85444634432
853,8706.12967237413
854,7942.17494668607
855,8888.30113054638
856,7943.08074300566
857,7190.16465084487
858,7144.46665183452
859,7936.66683604498
860,6944.44126192284
861,8582.33560257589
862,7840.17933987775
863,7491.02345942576
864,7491.02345942576
865,6889.69103712905
866,7144.46665183452
867,7334.42741780931
868,7900.1443301156
869,8136.69222595667
870,6889.69103712905
871,7347.90722878484
872,7046.28707874551
873,6123.31397568774
874,8136.69222595667
875,7483.5163037422
876,7144.46665183452
877,8425.73956095943
878,7144.46665183452
879,7780.07079442852
880,7046.28707874551
881,8582.33560257589
882,7980.09618434021
883,8038.51265286765
884,7433.51398683729
885,7144.46665183452
886,7144.46665183452
887,7881.91661125119
888,8136.69222595667
889,6987.87061021807
890,6123.31397568774
891,6939.69335403396
892,8437.14964328607
893,7890.56744578315
894,7743.54828849915
895,6123.31397568774
896,8038.51265286765
897,7881.91661125119
898,7936.66683604498
899,7686.74453144289
900,8038.51265286765
901,7454.50095349638
902,7590.11002845374
903,7384.42973471422
904,7980.09618434021
905,6305.67933775778
906,7900.1443301156
907,7491.02345942576
908,7736.7468483478
909,8725.81118928835
910,7144.46665183452
911,7046.28707874551
912,7936.66683604498
913,7590.11002845374
914,7780.07079442852
915,8327.55998787041
916,7686.74453144289
917,6907.91875599346
918,6123.31397568774
919,7046.28707874551
920,7144.46665183452
921,7590.11002845374
922,8582.33560257589
923,7144.46665183452
924,7046.28707874551
925,7590.11002845374
926,6355.6816546627
927,7037.87292712298
928,7144.46665183452
929,8425.73956095943
930,7980.09618434021
931,7931.9189281561
932,7335.33441374827
933,7334.42741780931
934,7144.46665183452
935,7454.50095349638
936,7840.17933987775
937,8327.55998787041
938,7936.66683604498
939,7936.66683604498
940,7686.74453144289
941,7840.17933987775
942,8327.55998787041
943,7881.91661125119
944,7590.11002845374
945,7780.07079442852
946,7936.66683604498
947,6694.51895732074
948,7936.66683604498
949,7590.11002845374
950,6987.87061021807
951,6889.69103712905
952,7686.74453144289
953,7046.28707874551
954,6744.52127422565
955,7483.5163037422
956,7881.91661125119
957,6694.51895732074
958,8038.51265286765
959,7046.28707874551
960,7046.28707874551
961,7843.34057305934
962,7347.90722878484
963,7590.11002845374
964,6123.31397568774
965,8484.15602948687
966,7046.28707874551
967,7980.09618434021
968,8425.73956095943
969,6889.69103712905
970,7830.07311133344
971,7590.11002845374
972,7144.46665183452
973,8132.3879080621
974,6889.69103712905
975,8582.33560257589
976,6669.89617319067
977,7335.33441374827
978,8132.3879080621
979,8582.33560257589
980,7686.74453144289
981,7046.28707874551
982,7046.28707874551
983,8136.69222595667
984,6907.91875599346
985,6987.87061021807
986,7144.46665183452
987,7590.11002845374
988,7046.28707874551
989,7046.28707874551
990,7783.9737210716
991,7590.11002845374
992,8582.33560257589
993,7733.97140416669
994,7046.28707874551
995,7686.74453144289
996,7491.93045536473
997,8425.73956095943
998,7046.28707874551
999,7936.66683604498
1000,5677.67059906853
1001,6123.31397568774
1002,7046.28707874551
1003,7046.28707874551
1004,7881.91661125119
1005,6907.91875599346
1006,7297.90491187993
1007,8582.33560257589
1008,7783.9737210716
1009,6669.89617319067
1010,7590.11002845374
1011,6987.87061021807
1012,8132.3879080621
1013,7046.28707874551
1014,8136.69222595667
1015,6944.44126192284
1016,7491.02345942576
1017,5677.67059906853
1018,7936.66683604498
1019,7980.09618434021
1020,6987.87061021807
1021,6889.69103712905
1022,7037.87292712298
1023,7783.9737210716
1024,8038.51265286765
1025,7590.11002845374
1026,7590.11002845374
1027,7780.07079442852
1028,7297.90491187993
1029,7296.75837555642
1030,7590.11002845374
1031,7980.09618434021
1032,6669.89617319067
1033,7780.07079442852
1034,7881.91661125119
1035,7296.75837555642
1036,7433.51398683729
1037,6851.1149989372
1038,7144.46665183452
1039,8425.73956095943
1040,8425.73956095943
1041,6694.51895732074
1042,7046.28707874551
1043,6987.87061021807
1044,8288.98394967856
1045,7783.9737210716
1046,7686.74453144289
1047,7491.02345942576
1048,7780.07079442852
1049,6694.51895732074
1050,8582.33560257589
1051,7980.09618434021
1052,8136.69222595667
1053,5677.67059906853
1054,8030.09850124512
1055,8136.69222595667
1056,7046.28707874551
1057,9724.58683896753
1058,12431.0404110694
1059,8038.51265286765
1060,5834.26664068498
1061,6837.84753721129
1062,7840.17933987775
1063,8582.33560257589
1064,6851.1149989372
1065,8582.33560257589
1066,9278.94346234832
1067,6889.69103712905
1068,7881.91661125119
1069,7936.66683604498
1070,7881.91661125119
1071,7297.90491187993
1072,7780.07079442852
1073,7046.28707874551
1074,6889.69103712905
1075,7296.75837555642
1076,6939.69335403396
1077,6889.69103712905
1078,7140.16233393996
1079,7590.11002845374
1080,7296.75837555642
1081,6462.27537937424
1082,6851.1149989372
1083,6907.91875599346
1084,7335.33441374827
1085,7780.07079442852
1086,7843.34057305934
1087,7936.66683604498
1088,7686.74453144289
1089,7144.46665183452
1090,7840.17933987775
1091,7736.7468483478
1092,7046.28707874551
1093,7144.46665183452
1094,6987.87061021807
1095,7491.02345942576
1096,8288.98394967856
1097,7140.16233393996
1098,7144.46665183452
1099,7936.66683604498
1100,7433.51398683729
1101,6889.69103712905
1102,7491.02345942576
1103,7936.66683604498
1104,6669.89617319067
1105,8136.69222595667
1106,5677.67059906853
1107,7590.11002845374
1108,7144.46665183452
1109,8136.69222595667
1110,6826.49221480713
1111,8882.79301990529
1112,7980.09618434021
1113,11684.9396171208
1114,7296.75837555642
1115,7686.74453144289
1116,7843.34057305934
1117,6826.49221480713
1118,7936.66683604498
1119,7590.11002845374
1120,7881.91661125119
1121,6987.87061021807
1122,8437.14964328607
1123,7046.28707874551
1124,8582.33560257589
1125,7297.90491187993
1126,7046.28707874551
1127,6694.51895732074
1128,7144.46665183452
1129,7334.42741780931
1130,8890.10384278536
1131,8425.73956095943
1132,7936.66683604498
1133,7297.90491187993
1134,7590.11002845374
1135,7115.53954980989
1136,8182.39022496701
1137,6826.49221480713
1138,6939.69335403396
1139,7780.07079442852
1140,7297.90491187993
1141,8132.3879080621
1142,6987.87061021807
1143,7686.74453144289
1144,7980.09618434021
1145,7297.90491187993
1146,7491.02345942576
1147,8582.33560257589
1148,7683.58329826129
1149,7144.46665183452
1150,8288.98394967856
1151,7335.33441374827
1152,7980.09618434021
1153,7037.87292712298
1154,7590.11002845374
1155,8882.79301990529
1156,7144.46665183452
1157,7590.11002845374
1158,8425.73956095943
1159,7140.16233393996
1160,7590.11002845374
1161,8136.69222595667
1162,7384.42973471422
1163,7046.28707874551
1164,7590.11002845374
1165,7454.50095349638
1166,7144.46665183452
1167,6669.89617319067
1168,7046.28707874551
1169,6355.6816546627
1170,7686.74453144289
1171,7037.87292712298
1172,8132.3879080621
1173,7881.91661125119
1174,8484.15602948687
1175,7686.74453144289
1176,7115.53954980989
1177,8882.79301990529
1178,8136.69222595667
1179,7144.46665183452
1180,7881.91661125119
1181,7384.42973471422
1182,7936.66683604498
1183,7980.09618434021
1184,8425.73956095943
1185,7590.11002845374
1186,8038.51265286765
1187,6889.69103712905
1188,7881.91661125119
1189,8327.55998787041
1190,8425.73956095943
1191,7890.56744578315
1192,7936.66683604498
1193,7046.28707874551
1194,7590.11002845374
1195,6305.67933775778
1196,7433.51398683729
1197,6355.6816546627
1198,7590.11002845374
1199,7144.46665183452
1200,7936.66683604498
1201,8582.33560257589
1202,7843.34057305934
1203,6355.6816546627
1204,6851.1149989372
1205,7491.02345942576
1206,7936.66683604498
1207,7743.54828849915
1208,8582.33560257589
1209,7881.91661125119
1210,7190.16465084487
1211,6498.79788530362
1212,7297.90491187993
1213,7590.11002845374
1214,8132.3879080621
1215,8582.33560257589
1216,8582.33560257589
1217,7830.07311133344
1218,8582.33560257589
1219,6889.69103712905
1220,8776.19929519374
1221,7590.11002845374
1222,7590.11002845374
1223,6889.69103712905
1224,7736.7468483478
1225,7936.66683604498
1226,7881.91661125119
1227,7144.46665183452
1228,7334.42741780931
1229,7936.66683604498
1230,7046.28707874551
1231,7297.90491187993
1232,7046.28707874551
1233,7980.09618434021
1234,6305.67933775778
1235,8288.98394967856
1236,7046.28707874551
1237,7347.90722878484
1238,7881.91661125119
1239,8484.15602948687
1240,6851.1149989372
1241,8725.81118928835
1242,6462.27537937424
1243,7144.46665183452
1244,8136.69222595667
1245,8136.69222595667
1246,6851.1149989372
1247,8582.33560257589
1248,7840.17933987775
1249,9474.11554215663
1250,7931.9189281561
1251,7980.09618434021
1252,8136.69222595667
1253,8288.98394967856
1254,7881.91661125119
1255,7384.42973471422
1256,7491.02345942576
1257,5677.67059906853
1258,7881.91661125119
1259,7936.66683604498
1260,8425.73956095943
1261,8136.69222595667
1262,7780.07079442852
1263,7936.66683604498
1264,8882.79301990529
1265,8582.33560257589
1266,7900.1443301156
1267,6889.69103712905
1268,7590.11002845374
1269,8136.69222595667
1270,6462.27537937424
1271,6944.44126192284
1272,7046.28707874551
1273,7881.91661125119
1274,8582.33560257589
1275,7046.28707874551
1276,7190.16465084487
1277,8136.69222595667
1278,7881.91661125119
1279,8132.3879080621
1280,8882.79301990529
1281,8132.3879080621
1282,7936.66683604498
1283,6851.1149989372
1284,6355.6816546627
1285,8776.19929519374
1286,6889.69103712905
1287,7590.11002845374
1288,7890.56744578315
1289,7433.51398683729
1290,13372.8778792861
1291,7144.46665183452
1292,7980.09618434021
1293,8582.33560257589
1294,7444.92406916393
1295,7037.87292712298
1296,7686.74453144289
1297,7590.11002845374
1298,6889.69103712905
1299,7980.09618434021
1300,7046.28707874551
1301,6751.322714377
1302,7046.28707874551
1303,7491.02345942576
1304,6787.84522030638
1305,7483.5163037422
1306,7936.66683604498
1307,6279.9100173042
1308,7296.75837555642
1309,6694.51895732074
1310,7780.07079442852
1311,8582.33560257589
1312,7881.91661125119
1313,7780.07079442852
1314,7843.34057305934
1315,7297.90491187993
1316,7454.50095349638
1317,7590.11002845374
1318,7936.66683604498
1319,5834.26664068498
1320,6939.69335403396
1321,7334.42741780931
1322,6694.51895732074
1323,6851.1149989372
1324,6462.27537937424
1325,7335.33441374827
1326,6305.67933775778
1327,7590.11002845374
1328,7046.28707874551
1329,7881.91661125119
1330,7140.16233393996
1331,8136.69222595667
1332,8132.3879080621
1333,7046.28707874551
1334,7881.91661125119
1335,7590.11002845374
1337,7144.46665183452
1338,8582.33560257589
1339,7144.46665183452
1340,8182.39022496701
1341,8832.4049139999
1342,6889.69103712905
1343,7334.42741780931
1344,7890.56744578315
1345,6889.69103712905
1346,6939.69335403396
1347,7881.91661125119
1348,7335.33441374827
1349,7590.11002845374
1350,8425.73956095943
1351,8136.69222595667
1352,8030.09850124512
1353,6498.79788530362
1354,6939.69335403396
1355,6462.27537937424
1356,7491.93045536473
1357,7936.66683604498
1358,7046.28707874551
1359,7590.11002845374
1360,7980.09618434021
1361,7980.09618434021
1362,6694.51895732074
1363,8030.09850124512
1364,7980.09618434021
1365,7140.16233393996
1366,7046.28707874551
1367,8132.3879080621
1368,7683.58329826129
1369,7900.1443301156
1370,6851.1149989372
1371,7347.90722878484
1372,7780.07079442852
